,smiles,solv_oxidation_potential
80XLFF,COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)CC(C)(O)C(O)C3O,1.299
80BQKL,CC(=O)C1=C(N)c2ccccc2C1,1.085
80HJDG,COCOc1cc(O)c2c(c1)C(=O)C1=C(C2=O)C(Cl)C(Cl)C(C)(C)O1,1.699
80XGOO,N#CC(C#N)=C1c2ccccc2CCC1C1C=CC=CC=C1,1.538
80NPHL,COc1ccc2c(c1)C(=O)C(I)=[N+]2[O-],1.667
80HIFN,O=C1OCC(c2ccccc2)N1C(=O)C1C=C1,2.505
80XZXV,CC(C)(C)OC(=O)CCNC1=C(Br)C(=O)C2=C(C1=O)C1C3=C(C(=O)C=CC3=O)C2c2ccccc21,1.592
80KCOP,CC1=CC2C(N3C(=O)c4ccccc4C3=O)=CN(S(C)(=O)=O)C2(C)C=C1,0.824
80JXZB,CC12C=CC=CC1C(N1C(=O)c3ccccc3C1=O)=CN2S(C)(=O)=O,0.848
80BNJO,CC1=CC2C(C=C1)C(N1C(=O)c3ccccc3C1=O)=CN2S(C)(=O)=O,0.805
80EIHB,CC(C)(C)C12C=CC=CC1C(N1C(=O)c3ccccc3C1=O)=CN2S(C)(=O)=O,1.002
80SRDJ,COC(=O)C1=C(C(=O)OC)C2(C3Nc4ccccc4C4OCCC43)C=CC1O2,0.731
80WGHF,CC(C)(C)NC(=O)C(c1ccccc1)N1C(=O)C=CC12C=CC=CC2=O,1.184
80YERS,Cc1ccc(NC=C2C=CC=C(O)C2=O)c(C)c1,0.829
80YLRG,COC(=O)CNS(=O)(=O)c1c2nc3c(S(=O)(=O)NCC(=O)OC)cccc3oc-2cc(=O)c1N,1.749
80OIRT,CC1=C(C)C(=C2C=C(c3[nH]cc(C)c3C)O[B-](F)(F)O2)[NH+]=C1,1.245
80AGBD,CCC1=C(CC)C(=C2C=C(c3[nH]cc(CC)c3CC)O[B-](F)(F)O2)[NH+]=C1,1.25
80LBXE,CN1CCc2cn(C)c3c2C1=CC(=O)C3=O,1.112
80HAJF,O=C1C=CC2(C=C1)CCCN2S(=O)(=O)c1ccc([N+](=O)[O-])cc1,2.097
80WSTF,COC(=O)N1CC2CC23C1=CC(=O)c1ccccc13,1.766
80CPZU,CCOC1(C(F)(F)F)C(Cl)=C(c2ccccc2)N2CCNC2=C1C#N,1.649
80OQEI,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1cccc([N+](=O)[O-])c1,1.436
80HJSM,CC(C)n1ccc2c3ccccc3nc-2c1,0.75
80JGEM,N#CC1C2N=CC=CC2N(c2ccc(Cl)cc2)C1C#N,1.348
80YHRN,COC(=O)C1=C(C(F)(F)F)N2C=CC=CC2C(C#N)(C#N)C1c1ccccc1,1.217
80KEPE,COC(=O)c1cc(C(=O)OC)c2c(n1)C(=O)C(=O)C=C2OC,2.172
80TOAW,CC(C)c1cc2c(c(O)c1O)CC1=C(C=C2)C(C)(C)CCC1=O,0.926
80YALU,CC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1ccc(Cl)cc1Cl,1.403
80CNHS,NC1=Nc2ccccc2C12CC1CCC2C1,0.971
80FKXG,Cc1ccc2c(c1)OC1(C)CC(=O)C(N)=CC1=N2,0.874
80XTGK,N#CC1(C#N)C2=C(CCc3ccccc32)C2=CC=CC=CC21,1.156
80VYFC,COC(=O)C1(C(=O)OC)CC2=C(C)C3=CC(=O)C=CC3(C)C(c3ccccc3)=C2C1,1.166
80VLPV,CCC1C(C)=Cc2c(C)c(C)c(C)c(C)c21,0.887
80EROZ,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1cc(F)c(F)c(F)c1,1.515
80ABBS,N#CC1=C(N)OC2=C(C(=O)CCC2)C1c1cc(F)cc(F)c1,1.415
80GETC,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1c(Cl)cccc1Cl,1.312
80EPAZ,CC1(C)CC(=O)C2=C(C1)NC1=C(C(=O)CC(C)(C)C1)C2c1ccc2c(c1)OCO2,0.963
80TVTO,COc1ccc(C2=CC(=O)C=CC2=O)c(OC)c1OC,1.241
80GXZR,COC1=CC(N=Nc2ccccc2Cl)=CC(=CNC(CO)(CO)CO)C1=O,0.8
80HXPH,NC(=S)NN=C1C=Cc2ccccc2C1=O,1.506
80KHJK,O=C1C=C(Cl)C(=O)c2c(O)cccc21,2.364
80KNLE,COc1c(C(C)C)ccc2c1C=CC1C3=C(CCC21C)C(=O)OC3,1.432
80ZDQC,CCOC(=O)C1(C)C=C(C)C=C(C)C1c1ccc([N+](=O)[O-])cc1,1.215
80TRTZ,CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(OC(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)CCC4(C)C3CCC21C,0.222
80VUZY,CN1C(=O)C(F)C(C2=CCCc3ccccc32)N(C)C1=O,1.47
80ZNQH,O=C1C=C(I)C(=O)c2ccccc21,2.553
80NOPT,CCCCNC1=CC(=O)c2ccccc2C1=O,1.719
80DOCG,Cc1nccc2c1C(O)(C(F)(F)F)N=CN2,2.068
80DIIY,COC1=CC(N=Nc2ccc(C)cc2)=CC(=CNC(CO)(CO)CO)C1=O,0.748
80FDRR,C=CC1CC(C(=O)OC)(C(=O)OC)C(c2ccccc2)C12C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C2,1.925
80PHND,COCCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)C1c1ccccc1[N+](=O)[O-],1.392
80YTZL,CN1C(=O)C2(C=CC(=O)C=C2)c2ccc(Cl)cc21,1.735
80NIFC,CN1C(=O)C2(C=CC(=O)C=C2)c2c(Cl)cccc21,1.771
80JQUI,CN1C(=O)C(F)C(C2=CCc3ccccc32)N(C)C1=O,1.812
80YGAY,CC1(C)CC(=O)C2=C(C1)OC1(C=C2)CC1c1ccc(Br)cc1,0.566
80WYUA,COC1=CC2C(O)c3ccccc3N3C(=O)CCC23C=C1OC,1.006
80NOHF,COC1=C(OC)C2C(O)c3ccccc3N3C(=O)CCC23C=C1,0.465
80FNXE,COC1=CC2C(C)(O)c3ccccc3N3C(=O)COC23C=C1,1.402
80RWDI,COC1=CC2C3(O)CCCc4cccc(c43)N3C(=O)CCC23C=C1OC,1.42
80PMWQ,COC1=C(OC)C2C3(O)CCCc4cccc(c43)N3C(=O)[CH]CC23C=C1,1.856
80QMOD,COC1=CC2C3(O)CCCc4cccc(c43)N3C(=O)COC23C=C1,1.312
80KSHC,COC1=CC=CC2(OC)C3(O)CCCc4cccc(c43)N3C(=O)COC132,0.842
80DNXK,CC1=CC(=O)c2ccccc2C1=O,3.257
80SZQS,COC(=O)C1=C(C)Oc2ccccc2C1C[N+](=O)[O-],1.936
80TPDA,COc1cc2c(c(OC)c1OC)C13C=C(O)C(=O)C=C1OC2C1C(=O)OCC1C3,1.223
80WBXK,COC(=O)C1=C(C)Oc2ccc(Br)cc2C1C[N+](=O)[O-],1.828
80PITV,COC(=O)C1=C(C)Oc2c(OC)cccc2C1C[N+](=O)[O-],1.439
80GYRA,COC(=O)C1(C)C2C=CN=C(c3ccccc3)C21,1.484
80HWWO,CC1(C#N)C2C=CN=C(c3ccccc3)C21,1.579
80QAPC,CC1=CN(C)C=C(C)B1C#Cc1ccccc1,1.267
80SWQQ,CC1=CN(C)C=C(C)B1c1c(C)cc(C)cc1C,1.391
80PZUG,CC1=CN(C)C=C(C)B1Oc1ccccc1,1.167
80QVJW,CN1C(=O)C(SC(F)(F)F)=C(c2ccccc2)C12C=CC(C)(OOC(C)(C)C)C=C2,1.998
80TWEV,N#CC1=C(N)OC2=C(C(=O)CCC2)C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.56
80EHZC,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccc(Cl)c(Cl)c1,1.42
80NOKP,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccccc1,1.39
80DWDW,COC(=O)c1c2nn(-c3ccc(OC)cc3)c(C(=O)OC)c(C(=O)OC)c-2c(C(=O)OC)c1C(=O)OC,1.593
80JQAF,COC(=O)C1=C(C(=O)OC)C(C(C(=O)OC)=C(C(=O)OC)N(C(=O)OC)S(C)(=O)=O)=C(C(=O)OC)C1=NNc1ccc(F)cc1,1.711
80SXQP,CC(=O)OC1OC(c2ccoc2)CC12C(C)C(=O)CC13COC(=O)C1=CC=CC32,1.724
80GVXX,CC1=CC(c2cccc(C)c2)C(I)=C(I)C1,1.866
80ZAJH,CCOc1ccc2c(c1)=[N+]([O-])C(C)(C)[N+]=2[O-],0.401
80BZYW,CC1(C)[N+]([O-])=c2ccc(C(F)(F)F)cc2=[N+]1[O-],0.79
80TUQV,CC1(C)[N+]([O-])=c2ccc(F)cc2=[N+]1[O-],0.63
80PLAT,O=[N+]([O-])c1ccc2c(c1)=[N+]([O-])C1(CCCC1)[N+]=2[O-],0.866
80DFPC,O=[N+]([O-])c1ccc2c(c1)=[N+]([O-])C1(CCCCC1)[N+]=2[O-],0.865
80EQKS,CCOc1cc2c(cc1F)=[N+]([O-])C(C)(C)[N+]=2[O-],0.462
80HLFB,Cn1ccn2c(=O)c(-c3ccccc3)nc-2c1,0.528
80BQIF,CC1=CC2CC3N(N=C(c4ccccc4)C3(C)C)S(=O)(=O)C2=CC1,1.187
80AUFL,Cc1ccc(S(=O)(=O)N(C)C2=C(Cl)CN=C(C34CC5CC(CC(C5)C3)C4)O2)cc1,1.31
80DDFU,CC1=C(C#N)C(c2ccccc2)C(C#N)=C(C)N1,2.826
80XRXU,COC(=O)C1=CC[S+]([O-])(C(C)(C)C)=NC1c1ccccc1,1.507
80PJUB,CC(C)(C)C1=CC(Nc2ccccc2)(C(F)(F)F)C(=O)C(C(C)(C)C)=C1,1.123
80QFFS,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc([N+](=O)[O-])cc1,1.204
80HDFH,O=Cc1cc2c(nc1Cl)C=CC(=O)C2(F)F,3.086
80IZCQ,CC(C)(C1=CC(=O)C(=O)C=C1)c1ccc(O)cc1,1.649
80FRTF,COC(=O)C1=C(C)NC2=C(C(=O)CSC2)C1c1ccc(Br)cc1,1.191
80SPBL,CC1=CCC=CC1(Cc1ccccc1)C(=O)N1CCCC1CO,1.446
80AMIU,Cc1ccc2c(c1)C(C1=C(O)CC(C)(C)CC1=O)C1=C(CC(C)(C)CC1=O)O2,1.105
80RJRB,COC1=CC(=O)C2=C(C1=O)C(c1cc(OC)c(OC)cc1OC)C(C)C(C)=C2,0.635
80KCVA,O=C1CCCC2=C1C(c1ccccc1)C=CO2,1.745
80SUAC,O=C1OCC2=C1C(c1ccccc1)C=CO2,1.949
80PFUQ,COC(=O)C1=C(C)C=C(N2CCCCC2)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0.352
80MSPR,CCOC(=O)C1=C(C)CC(O)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],2.456
80STJS,CCOC(=O)C1=C(O)C=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],1.36
80YRUR,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccc(Br)cc1,1.401
80OPDH,CCOC(=O)C1=C(N)OC2=C(C(=O)CC(C)(C)C2)C1c1ccc(C)cc1,1.253
80AMJN,Cc1c(C)c(C)c(C=C2C=CC=C2)c(C)c1C,1.341
80VUZR,COc1cccc2c1C1C=CC2O1,1.512
80NLRE,CCOC(=O)C1=CN(C(C)=O)c2cnccc2O1,1.241
80DFXC,CC1=CC2(C)C(C(C)=C1)C(C#N)C2c1ccc([N+](=O)[O-])cc1,1.499
80UFUC,Cc1sc2c(=O)c3ccccc3c(=O)c=2n(C)c1O,0.553
80WMNE,CCCNC1=Nc2ccccc2C(=O)C1(C(=O)OC)C(=O)OC,1.284
80SASW,C=CCN1C(=O)N2CC(C)C3C=CC=CC32c2ccccc21,1.641
80ATOF,CC1(F)C=CC(=O)c2cccnc21,2.637
80XJGZ,Cc1ccc(S(=O)(=O)N2CC3=CC=C(OC(=O)C(C)(C)C)C=CC3C2)cc1,1.267
80ZXYG,COc1ccc2c(c1)C1C=CC2O1,1.289
80MKMO,COc1ccc(C(C)=O)c2c1C1C=CC2O1,1.658
80UOKX,COc1cccc2c1C=CC(OC)C2O,1.403
80UEJG,COc1ccc2c(c1)C(O)C(OC)C=C2,1.261
80VYCL,CC1CCC2(CO)C(C(=O)O)=CC=CC2C1(C)CCc1ccoc1,1.913
80BTDA,N=C1N=C(N)c2cc(Br)c(Br)cc21,1.988
80KNIA,COC(=O)C1=C(C(=O)c2cc(C)ccc2O)C(C=O)=C2SC(C)=C(C)N2C1C(=O)OC,0.909
80AKHB,COC1=C(c2ccc(Cl)cc2)C1(C)C,0.943
80PVAS,CC1=CC(C)=[N+]2C1=C(C)c1c(C)c(C=CC(=O)CC(C)C)c(C)n1[B-]2(F)F,1.001
80ORBM,Cc1ccc2c(c1)C=CC(C)(C)S2(=O)=O,3.437
80TEVE,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)cc1,1.0
80FRSC,CC1(C)C(=O)OC2C=CC=C(c3ccccn3)C21,1.46
80OLAA,CC1(C)CC(=O)C2=C(C1)N(CC(=O)O)C1=C(C(=O)CC(C)(C)C1)C2c1ccc(Cl)cc1,1.159
80OCFK,CC(C)C1CSC(=S)N1C(=O)C(C1C=CC=CC=C1)N1C(=O)c2ccccc2C1=O,1.301
80RQVY,COc1c(C(C)=O)cc2c(c1OC)OC(C)(C)C=C2,1.13
80BNUT,CC(C)NC1=NS(=O)(=O)c2cc(Cl)ccc2N1,1.988
80CRWP,O=C1OCc2ccccc2COCC2=CC12,2.317
80NVTR,CC1CCC(=O)C(C)C1(C)CCc1ccc2c(c1)C(=O)C=CC2=O,2.602
80QHWR,CCOC(=O)C1=C(CCl)OC(N)=C(C#N)C1c1ccco1,1.352
80CUMR,CC1=CC(C)=[N+]2C1=C(C)c1c(C)cc(C)n1[B-]2(F)F,1.086
80EVCN,COc1cc(O)c2c(c1)C(=O)C1=C(C2=O)C2CC(C)(C1)OC(C)(C)O2,1.801
80BHIU,NC(=O)C12OC1C=CC=CC=C2c1ccccc1,1.248
80RTCP,C#CC1C(C(C)=CCO)=Cc2cc(OC)ccc2N1C(=O)OC,0.987
80RXQB,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(O)c(OC)c1,1.104
80QCNF,CC1=C(c2ccccc2)C(=O)C([N+](=O)[O-])=C(C)C1(C)O,2.358
80NMUA,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,1.123
80QDJV,CC1=NC2=S(SC(c3ccccc3)=C2)S1,1.693
80AYRQ,COC(=O)C1=C(C)OC(c2ccc(OC)cc2)=NS1,0.885
80ZHJZ,CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(Cn1c2nc(=O)n(C)c(=O)c-2nc2cc(C)c(C)cc21)OC(C)=O,1.724
80GTML,CCOC(=O)C(C)OC(=O)C(NC(=O)c1ccccc1C(=O)OC)(OC)C1=NC(C(=O)OC)=C(C)CS1,1.626
80TWIG,O=C1C=CC23C(=C4CCCc5cccc2c54)CCOC3C1,1.242
80MDOP,CCOC(=O)C1=C(C)N2C(N)=C(C#N)C(C(C(C)=O)C(=O)OCC)C2=C(C(=O)OCC)C1c1cccs1,1.024
80VGSF,CCOC(=O)C1=C(C)N2C(N)=C(C#N)C(C(C(C)=O)C(C)=O)C2=C(C(=O)OCC)C1c1cccs1,1.919
80CPXC,C1=CC2CC3(CC1c1ccccc12)OCCS3,1.51
80KSZH,COc1ccc(CC23OC4(C=CC(=O)C=C4)CC2NC(=O)N3C)cc1,1.622
80IWTJ,CCOC(=O)C1=C(C)N=C(OCC)C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1,1.649
80SLIN,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1(C)c1cccc([N+](=O)[O-])c1,1.098
80IAKO,O=C1C=CC2=Cc3ccccc3CN12,1.185
80EQGM,N#CC1=C(N)C(C#N)(C#N)C(c2ccc(Cl)cc2)C2=C1CCCCCCCCCC2,1.171
80AXGQ,CC1=CC2C3=C(OC(C)(C)C2CC1)C(=O)c1c(cc(O)c(C)c1O)C3=O,1.79
80WEIS,F[B-]1(F)OC(c2cccs2)=CC(=C2C=CC=[NH+]2)O1,1.766
80XRQO,F[B-]1(F)OC(c2ccco2)=CC(=C2C=CC=[NH+]2)O1,1.728
80RDCF,F[B-]1(F)OC(c2ccccc2)=CC(=C2C=CC=[NH+]2)O1,1.832
80SFSL,Cc1cccc2c1NC(=C1C(=O)C=C(C(C)(C)C)C=C(C(C)(C)C)C1=O)C=C2N1CCOCC1,1.181
80KAOM,COC1=C2C(=C3CCCCC31)C13CCCCC1C2(OC)C1=C3C23CCCCC2C1(OC)c1cc(C)c(N2CCOCC2)cc13,0.679
80IWBR,COc1ccc(OC)c2c1CCC1=CCC3=C(C(=O)C=CC3=O)C12,1.059
80BISF,CC(C)(C)c1cccc2c1C1C(=CCC3=C1C(=O)C=CC3=O)CC2,1.771
80OQSB,CC1=C2C(=C(C(N)=O)C=Cc3cocc32)C=C(C(C)C)C=C1,0.735
80HVSA,CC(=O)CC1=C2C=C(C(C)C)C=CC(C)=C2c2cocc2C=C1,0.546
80CPMN,COC(=O)C1=Cc2cc(OC)c(OC)c(OC)c2C2=CC=CC=CC2=C1C(=O)OC,0.827
80TYYC,COC(=O)C1=Cc2ccccc2C2=CC(=O)CCCC2=C1C(=O)OC,1.833
80AYNX,CC(C)(C(=O)C(C)(C)c1ccsc1)C1=CS(=O)(=O)C=C1,1.923
80OLVV,COc1cc2c(cc1O)C=CC(C)(C1OC3(C)CCC4C3C1OC4(C)C)O2,0.682
80DTMN,FS(F)(F)(F)(F)c1cccc(-c2cc3cccccc-3c2)c1,1.115
80NAHY,C[N+]1=Cc2ccccc2S(=O)(=O)[N-]1,1.574
80HAZH,CN1N=Cc2ccccc2S1(=O)=O,1.664
80AVUI,O=C1OC2=C(Cl)C=CC=CC2C1Cc1ccc(Br)cc1,1.34
80ZYDC,COc1cc2c(OC)c(c1)CCCC1=CC(=C(C#N)C#N)C=C(CCC2)C1=O,1.171
80RZUV,COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)CC1(C)OC(C)(C)OC1C3OC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,1.232
80QKOY,COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)CC1(C)OC(C)(C)OC1C3OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,1.466
80XDVY,CC(C)c1cc2c(cc1O)C1(C)CCCC(C)(C)C1=C(O)C2=O,1.233
80QULW,CC(=O)OC1CC(C)(C)CC2=CCC3=C(C(=O)c4c(O)cccc4C3=O)C21,1.82
80AJBU,CON=C1C(SC)=Nc2ccc(Cl)cc21,1.436
80LEVD,CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O,3.252
80AECZ,ClC(Cl)=C(Cl)C1=C(Cl)C(Cl)(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,2.123
80PRFF,O=C1C=CC(=O)c2c(O)cccc21,2.053
80WOUC,ClCC1(Cl)C(Cl)=C(Cl)C(Cl)(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,2.498
80LKWN,CCC1(CC)CSC2=C(O1)c1ccccc1S(=O)(=O)C2,0.991
80SIDY,O=C1C=C(NCCO)C(=O)c2cnccc21,1.528
80PNFL,COC(=O)C=C(C(=O)OC)C1=C(N(C)C)c2ccccc2C1=O,1.062
80JDNW,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C1=CN([O])c2ccccc2N1[O],1.019
80JNFX,CCOC(=O)C1=COC(c2ccc(OC)cc2)C(C(=O)OC)=C1,1.524
80AQSH,C1=CCc2c(c3c(c4c2CC=CC4)CC=CC3)C1,1.304
80TVIC,COc1cc2c(cc1OC)C(C1CCCCC1)C=CC2,0.955
80IUQI,CC(=O)C1=C2SCCN2C2=C(C(=O)CC(C)(C)C2)C1c1ccc(C)cc1,1.364
80BMKF,CC1C2CN3CC(C)(C2=O)C2=Nc4ccccc4C21C3CCl,1.6
80CJSJ,COC(=O)C(C(=O)OC)C(c1ccccc1)C1N=C(OC)C(C(C)C)N=C1OC,1.67
80IBPD,COC1=CC23CCN(C)C(Cc4ccc(OC)c(O)c42)C3=CC1O,0.696
80QMFI,CCC12C(=O)C=C(C)N1C(C)=Nc1ccccc12,1.325
80BYOT,Fc1c(F)c(F)c2c(c1F)N=S=NS2,1.201
80HDEZ,Cc1ccc2c3c1CC(C(=O)C(C)C)C3(O)C(=O)C(C(C)C)=C2,1.833
80ORQM,COc1cc(O)c2c(c1)C1=CC(=O)C(O)=CC1(C)CC2=O,1.507
80QCGX,COc1cc(O)c2c(c1)C1(C=C(O)C(=O)C=C1C)CC2=O,2.141
80HBCT,CC1(C)C=C(c2ccccc2)C2=CC=CC3ON=C1C23,1.436
80VFMS,COC(=O)C1=C(C(=O)OC)C23C=CC1C2=C(C)CC3c1ccccc1,1.402
80LSDI,N#CC12CC(C#N)(N3CCOCC3)C1C=Cc1ccccc12,0.898
80TPXA,CC(=O)N1N=C(c2ccc(Cl)cc2)N=NC1C,1.46
80DMEO,Cc1cc(C(=O)Oc2cccc(O)c2)c2c(C)ccc(C(C)C)cc1-2,0.885
80DHXE,COC(=O)C=CC1=C(c2ccccc2)C1(F)F,2.129
80EQMS,CC(C)(C)OC(=O)n1cc2c(c1)C1C=CC2C=C1,1.526
80RWBV,C1=CC2=C3C=CC=CN3B(c3ccccc3)N2C=C1,-0.196
80GMLQ,Cc1cc(C(=O)Oc2ccc(O)cc2)c2c(C)ccc(C(C)C)cc1-2,0.835
80CYNC,CCOC(=O)C1=C(C)OC2(OCC)C(=C1)C1OC(c3ccccc3)OCC1OC2OC,1.181
80HBVS,COC1OC2COC(c3ccccc3)OC2C2=CC3=C(CC(C)(C)CC3=O)OC21O,1.501
80BRQY,CC1(C)CCCc2c1ccc1c2C(F)(F)C(=O)C2=C1OC(F)C2(C)O,2.042
80DLOU,COC1=CC2C(C#N)(C#N)C(C#N)(C#N)C34C5C6C7CCC5C(c5ccc(OC)cc5)(C7(C)C(=O)C63C)C24C=C1,1.361
80XABC,CC1=Nc2c(C)cccc2C2(CCCC2O)O1,1.247
80ATAG,C=CC1COC(c2ccccc2Cl)C12C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C2,2.983
80KLBR,COC(=O)C1=CNC=C(C(=O)OC)N1c1ccccc1,0.202
80OBRN,COC1=CC(N=Nc2ccc(F)cc2)=CC(=CNCCCO)C1=O,0.651
80NJAC,C=CC1C=C(C)C2C3C(Oc4ccc(cc4)CC4(O)C=C(C(=O)N4)C(=O)C13)C1C(C)CC(C)CC21C,1.548
80ZSTG,C(#Cc1ccccc1)B1C=CC=CN1,1.521
80YZZV,COC1=CC(=O)C2=C(C1=O)C(c1cc(OC)c(OC)cc1OC)C(C)=C(C)C2,0.658
80YDKA,O=C1CCCC2=C1C(c1ccc(Cl)c(Cl)c1)C1=C(CCCC1=O)N2C1CC1,2.141
80KEMJ,COC(=O)C1=C(C(=O)OC)C(C(=O)OC)C2(C(=O)OC)C(=C1)C(C#N)=C(N)N(c1ccccc1)C2C,0.417
80UDCQ,COC(=O)C1=CC(=O)C=C2C(C#N)=C(N)N(Cc3ccco3)C12C,0.955
80JDMQ,CC(C)(C)c1cc(C(C)(C)C)c2c(c1C=C1CC1)C=CCO2,0.969
80SKGP,CC1=CC=C2C(c3ccccc3)(C=C1)C(C)=NS2(=O)=O,1.882
80FXUL,CC1=CC=C2C(c3ccc(C)cc3)(C=C1)C(C)=NS2(=O)=O,1.865
80GRLC,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,1.781
80JVDJ,COc1ccc2c(c1)C1(C)CCC3OC3(C)C1=CC2=O,2.052
80ZGCZ,CC1=Cc2ccccc2C(C)(C(C)[N+](=O)[O-])C1O,1.553
80DUXP,CCOC(=O)C1=C(C)NC(C)=C(C(=O)NCCO)C1c1cccc([N+](=O)[O-])c1,1.003
80IQMD,COc1ccc2c(c1)CCC1=C2CCC2(C)C13CCC21OC(=O)CC1OC3,0.869
80ZGVY,CC(C)(C)C1=C(c2ccccc2)C1C(=O)O,1.777
80VFBJ,COc1ccccc1C1CC(=O)OC2=C1C=CC=CC2,1.099
80WXPG,CCN1C2=NSSC2=C(c2ccccc2)C2=C1[N]SS2,0.236
80MXUY,CCOC(=O)C(C#N)=CC1=Cc2ccccc2OC1,1.431
80DMQS,COC(=O)C1=C(C(=O)OC)N(CCC(C)C)C(C(C)(C)C)C=C1c1ccccc1,0.833
80XXAV,CCCN1C=C(C(=O)OC)C(c2ccccc2)=CC1C(C)(C)C,0.623
80YMQR,COc1cccc2c1C(OC(C)=O)=CC=COC2C,0.887
80SPQO,COC1=CC(N=Nc2ccccc2C)=CC(=CNC(CO)(CO)CO)C1=O,0.621
80WENG,CC1Cc2c(O)c3c(c(O)c2O1)C1(C)CCC(=O)C(C)(C)C1=C(O)C3=O,1.055
80TIEL,CC1Cc2c(O)c3c(c(O)c2O1)C1(C)CCC2CC2(C)C1=C(O)C3=O,0.969
80FUYK,COc1ccc(CC=O)c(C2(OC)C=CC(=O)C=C2)c1OC,1.208
80LAFS,COc1ccc(OC)c2c1C=CC1C(C(=O)O)C21,0.937
80XRJV,O=c1nc2oc3ccccc3cc-2s1,1.904
80EWMF,COc1ccc(C2=C(C)C(C#N)=C(C#N)C(=C(C#N)C#N)N2)cc1,1.608
80BFCV,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1C,0.895
80CPWB,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(F)c1,1.094
80RZBU,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(F)cc1,1.118
80CWNW,COc1ccc(CC(OC)OC)c(C2=CC(OC)(OC)C(=O)C=C2)c1OC,1.128
80PWAG,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1,1.078
80PGJO,O=C(O)C1C2C=Cc3c(F)ccc(F)c3C21,1.652
80JSZX,CC1=C2CC(O)C=C3C(=O)OCC32C=CC2=C1C(O)(c1ccoc1)OC2=O,1.95
80UBJJ,NC1=C(Br)C(=Nc2ccc(Cl)cc2)C(Cl)=CC1=O,1.235
80QENC,COC(=O)C1=C(c2ccc(OC)cc2)C(C#N)(C#N)C(NC(C)(C)C)=C1C(F)(F)F,0.971
80VNJL,CC(=O)CC1(O)CCC2=C(C(=O)c3cccc(O)c3C2=O)C1C(C)=O,2.094
80GOHP,CN=C1N=C(c2ccccc2)N=C1NC,1.687
80FPSZ,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(Br)s1,1.252
80FJWZ,N#CC(C#N)=CC1=Cc2ccccc2OC1,1.596
80QEQC,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1F,0.997
80UPQS,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cc(F)cc(F)c1,1.187
80NGNA,CCSC1=Nc2ccccc2NC2=C1C(=O)OC(C)C2,0.859
80NCKA,CC1(O)CC(=O)C2C3=C(CCC2(O)C1)C(=O)c1ccccc1C3=O,2.142
80ZEQD,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(N(C)C)cc1,0.777
80MHJN,Cc1ccc(S(=O)(=O)N2CC3=C(C=C(C4(C)OCCO4)OC=C3)C2)cc1,0.826
